0,1,2,3,4,5,6,7,8,9,10,11,12
1.5707963267948966,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5717900439090011,0.49916432357793716,-0.00012547130319726912,0.014881237743498468,0.026840402445151765,-0.00752403834486756,-0.037454357742626364,-0.03401294849994518,-0.028281597128578716,0.023016077975268986,-0.012172919699936323,0.00690740054662705,0.0
1.602724025450651,0.4639640025499927,0.24343375834286768,-1.045685959168393,4.072851593204738,-6.8356484542118325,2.727213343143402,0.9777162886939808,4.203675462759178,6.0696006064613535,4.72124026202086,5.552035807199631,0.0
1.583583807689612,0.4823202122705019,0.21030816751913667,-0.8862237681316022,4.061015845804423,-6.945214269981006,2.824087417637001,0.8197457257371565,4.023720470241163,4.83784232465662,4.231012265797523,4.630550529100102,0.0
1.5772082049691654,0.48816758423692447,0.20180313815334108,-0.8628273028348025,4.0341885167705875,-7.024420681162039,2.905456052830893,0.7853309749044516,4.016547649865467,4.484561081146356,4.120487569743007,4.38062116126866,0.0
1.572771122470308,0.492170159018489,0.1961562760871599,-0.85644397056278,3.9973034463874244,-7.08468281638058,2.9782823664979,0.7662363753341026,4.01704321472399,4.245598099014641,4.049055691988473,4.213585621750003,0.0
1.568946095821664,0.4955854932525131,0.19147781211186396,-0.8553520857157647,3.9522878780873785,-7.129386624503997,3.0440447713599417,0.7520583639959886,4.0214432284037915,4.044201052346477,3.991450010521836,4.074194270228274,0.0
1.565398451307102,0.49873016166620066,0.18726878068474448,-0.8565464678823064,3.900380010977399,-7.160318566222275,3.1032923677023545,0.7401185839681441,4.028351369695559,3.860551455584292,3.940848967051229,3.948053858228467,0.0
1.5620112049104429,0.5017151838223755,0.18333211475727476,-0.8589157203048713,3.842503727404628,-7.178592445266075,3.1562125875509133,0.7294152174828543,4.036805144835969,3.687238703171788,3.8943936953405336,3.829650152667071,0.0
1.5587360821541991,0.5045867189047489,0.17957063360229047,-0.8619578267351785,3.7793874743581024,-7.184922336897463,3.202787588729345,0.719487532523914,4.046071602422552,3.520862773732042,3.850568689299585,3.7163656868548562,0.0
1.5555518647648778,0.5073653559510258,0.17592866243954355,-0.8654158318083072,3.711612571433055,-7.1797402009977125,3.242864155465898,0.7100931901727633,4.05555209495828,3.3596475642889057,3.8084313420505267,3.606768317196506,0.0
1.552450046996403,0.5100596563900544,0.1723702522247003,-0.8691472135142942,3.6396283595969123,-7.163244284052301,3.2761871540156906,0.7010919366925653,4.064714690565908,3.202583490749647,3.76731183909551,3.4999863422198922,0.0
1.5494293816906644,0.51267132054351,0.16886941514277756,-0.8730693623567973,3.563746605504912,-7.135401461855347,3.3024075552437933,0.6923965143667222,4.073037296940085,3.0490696062048466,3.726667871039818,3.3954390321049606,0.0
1.5464940218756433,0.5151969695649474,0.16540489476216194,-0.8771345287741287,3.484118420189638,-7.095906237816278,3.3210645552703886,0.683949446634526,4.079947992302795,2.898750440491372,3.685994838874818,3.2927035939191955,0.0
1.5436536900001354,0.5176280268165955,0.16195656722363383,-0.8813180422075546,3.400690012713957,-7.04408375413298,3.3315328558343245,0.6757110686551184,4.084743978391862,2.7514423680791404,3.6447475503503868,3.1914387961204613,0.0
1.5409258816079419,0.5199487072679498,0.15850179918356155,-0.8856139262291532,3.3131237941934164,-6.97870053507919,3.3329123178174713,0.6676529207861125,4.086453343978411,2.6071132188912896,3.60223770621085,3.0913288566586954,0.0
1.5383417085976065,0.5221306392090825,0.1550097616386024,-0.890036904904982,3.2206514187540645,-6.897594498205894,3.323804941284336,0.6597538949008097,4.083552783982024,2.46591442937816,3.557446341625868,2.9920208717341605,0.0
1.5359609670111014,0.5241189626015504,0.15142896286066726,-0.8946351328971545,3.121776528263454,-6.79689775441855,3.301834928094605,0.6519978810103428,4.073286441741147,2.3283117781681,3.5085869252458535,2.8930112946632374,0.0
1.5339173777151327,0.525790555321362,0.1476513677146409,-0.8995339568891392,3.0136140123432424,-6.669207613045386,3.2624804326734873,0.6443722733268106,4.049654512468425,2.195512471919478,3.451827337912166,2.793339646475581,0.0
1.5325989766604826,0.5267874670655655,0.14337044465909227,-0.9051153391753927,2.890393828855189,-6.498745522188401,3.195728686567991,0.6368669898463559,3.9954220913594014,2.071197771713978,3.376222941811972,2.6903969212612506,0.0
1.5338068438739814,0.5254488580330097,0.13716913091156877,-0.9131759372505419,2.745525603270815,-6.255289419143497,3.077943753468192,0.6294738100628917,3.8308565724277077,1.972721453672206,3.2312375861306775,2.572340439969079,0.0
1.5422199534096024,0.5175051817091731,0.1254358430296789,-0.9283915069318122,2.787848575205905,-6.3466913280316115,3.1081341837377634,0.6221859160558313,3.351250592879456,1.9475952595559747,2.8880125401072294,2.410833312328044,0.0
1.5491475097944483,0.5110226043080721,0.11524845733025565,-0.9420689248815266,2.708009525238189,-6.190924618557292,3.013622349369116,0.6149975672244934,2.946222766425238,1.9169611284854229,2.5952840487336717,2.267899846176833,0.0
1.5545421373828465,0.5060045805078763,0.10654612232705539,-0.9541591533462691,2.7833627713679703,-6.383509986596714,3.112570430784161,0.6079038650190751,2.6151696276113974,1.8776615786975013,2.3516806624054443,2.1411505439032985,0.0
1.5596075382870458,0.5013343651438307,0.09834778936128998,-0.9658647347727815,2.684418738424329,-6.205103684814082,3.015120080432438,0.6009005796107646,2.304240775956188,1.8407314695099168,2.1228646254077814,2.022107620058168,0.0
